state_fips,county_fips,city_name,city_slug,parcel_count,lat,lon,parcel_source,zoning_source_kind,zoning_source_detail,zoning_source_url,vacancy_source,demand_source,waza_parcels,zoned_parcels,value_parcels,primary_zoning_jurisdiction,demand_generator_emitted
53,53075,Tekoa city,tekoa_city,879,47.223855,-117.072744,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Tekoa city),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,879,,yes
53,53075,Oakesdale town,oakesdale_town,608,47.128658,-117.245090,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Oakesdale town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,608,,yes
53,53075,Rosalia town,rosalia_town,603,47.236229,-117.369121,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Rosalia town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,603,,yes
53,53075,Garfield town,garfield_town,571,47.008129,-117.142022,watech_current_parcels,waza_statewide,garfield_city,https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,569,569,571,garfield_city,yes
53,53075,St. John town,st_john_town,551,47.090013,-117.583554,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (St. John town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,551,,yes
53,53075,LaCrosse town,lacrosse_town,444,46.814265,-117.880133,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (LaCrosse town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,444,,yes
53,53075,Uniontown town,uniontown_town,435,46.537834,-117.086137,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Uniontown town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,435,,yes
53,53075,Albion town,albion_town,380,46.791990,-117.249932,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Albion town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,380,,yes
53,53075,Endicott town,endicott_town,322,46.928669,-117.685577,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Endicott town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,322,,yes
53,53075,Farmington town,farmington_town,307,47.089787,-117.045764,watech_current_parcels,waza_statewide,farmington_city,https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,275,275,307,farmington_city,yes
53,53075,Malden town,malden_town,304,47.228069,-117.473167,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Malden town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,304,,yes
53,53075,Colton town,colton_town,271,46.566419,-117.126540,watech_current_parcels,waza_statewide,colton_city,https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,250,250,271,colton_city,yes
53,53075,Lamont town,lamont_town,151,47.200693,-117.904991,watech_current_parcels,waza_statewide,waza configured for county — populate/join remaining (Lamont town),https://services6.arcgis.com/tboeqGwETr5ppr5Q/arcgis/rest/services/WAZA_Prototype_Layers/FeatureServer/0,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,0,151,,yes
53,53077,Yakima city,yakima_city,30244,46.593184,-120.549857,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,30239,30244,yakima_city,yes
53,53077,Sunnyside city,sunnyside_city,4467,46.320594,-120.012870,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,4463,4467,sunnyside_city,yes
53,53077,Grandview city,grandview_city,3210,46.253684,-119.910717,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,3208,3210,grandview_city,yes
53,53077,Selah city,selah_city,3002,46.655246,-120.538473,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,2999,3002,selah_city,yes
53,53077,Union Gap city,union_gap_city,2608,46.560754,-120.494449,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,2593,2608,union_gap_city,yes
53,53077,Toppenish city,toppenish_city,2432,46.378266,-120.311601,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,2418,2432,toppenish_city,yes
53,53077,Moxee city,moxee_city,1633,46.556757,-120.382859,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,1631,1633,moxee_city,yes
53,53077,Wapato city,wapato_city,1245,46.446485,-120.421468,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,1243,1245,wapato_city,yes
53,53077,Zillah city,zillah_city,1202,46.405176,-120.263240,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,1198,1202,zillah_city,yes
53,53077,Granger city,granger_city,1032,46.344212,-120.191670,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,1027,1032,granger_city,yes
53,53077,Mabton city,mabton_city,749,46.212361,-119.997058,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,744,749,mabton_city,yes
53,53077,Tieton city,tieton_city,639,46.704898,-120.757659,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,635,639,tieton_city,yes
53,53077,Naches town,naches_town,469,46.730821,-120.700220,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,468,469,naches_city,yes
53,53077,Harrah town,harrah_town,236,46.405611,-120.542707,watech_current_parcels,county_or_local_overlay_present,zoning_code already on parcels,,watech_VALUE_BLDG_VALUE_LAND,auto_city_centroid,0,236,236,harrah_city,yes
