parcel_id,apn,county_fips,lot_sqft,zoning_code,zoning_allows_surface_parking,is_corner_lot,distance_to_nearest_demand_m,score_identification,score_entitlement,score_strategic,centroid_lon,centroid_lat
1f9e805e-33fd-4729-b8f4-7f6521e77a56,033-9573120020,53033,9937.681460963631,,false,false,14606.418756618981,25.0,,,-122.24603244699287,47.72407861933131
f656b1f8-4614-4ccb-92a2-1507f4ff7d6b,033-9573120030,53033,9643.573862924675,,false,false,14595.04351946007,,,,-122.24640361426192,47.72408731582125
efd2ac21-e6ad-4e0b-94ad-8f7f8f8fa546,033-9573120040,53033,9683.65221576709,,false,false,14584.594806179513,,,,-122.24675905379186,47.72409967799037
4754f0d4-0b70-45d4-aa6d-a28d7a514906,033-9573120050,53033,10527.36585996413,,false,false,14578.424567852515,25.0,,,-122.24711406597032,47.724154268473875
2e5382ac-c5e3-413e-89cd-a921018a3504,033-9573120060,53033,9911.80284914837,,false,false,14615.09684700528,25.0,,,-122.2467531597815,47.7244029227663
b71bdd74-eb8a-404d-b6c8-446acc208279,033-9573120070,53033,9603.863100141296,,false,false,14625.937588468518,25.0,,,-122.24640436396875,47.724396913049674
10fc4fac-1117-493d-a738-03d22cbb1838,033-9573120080,53033,9511.31672124314,,false,false,14633.944935321259,25.0,,,-122.24605999144896,47.7243635901012
1e629c14-5f8e-411c-a2e1-f423f5fbd619,033-9573120090,53033,9529.587103511853,,false,false,14646.01587462406,25.0,,,-122.24566508145558,47.724353825587684
7ee4982c-9b00-4e14-86f8-ef950a4e475a,033-9573120100,53033,9489.655020464912,,false,false,14672.06103696739,,,,-122.24551822962108,47.72456627305052
dcad7b37-76d3-4126-a4f2-42ba1af18c27,033-9573120110,53033,10243.780555046535,,false,false,14700.400976496841,,,,-122.24553489754378,47.724855915679505
